+1 to +30,CAI,Instability,length,meanElongation,microarray,normalizedInitRate,tAI,translationRate,Half-life,Start,Stop,Type,uAUG,Protein,pro/micro,predicted_pro/micro,predicted_Protein,,,,,
-3.8,0.82,41.55899,556,0.130248475,3.194991705,4.185172493,0.2276,0.007126901,0,2,2,1,0,0.12,0.037558783,17.1912012,117.647333,1543,492,,,
-2.1,0.781,62.62126,127,0.129617166,4.985062954,0.899667015,0.2153,0.007346145,0,0,1,1,2,2.27,0.455360348,12.27906633,87.33334316,1271,782,,,
0,0.822,34.81643,359,0.136734307,10.95532382,0.054566749,0.2445,0.007650252,0,0,0,1,0,1372,125.2359148,35.13838168,253.8223256,89,66,,,
0,0.808,35.83591,504,0.129969295,3.417259536,6.80E-08,0.2269,6.79E-08,0,0,2,1,0,0.85,0.248737326,12.67371959,91.60203119,1357,758,,,
-3.4,0.794,51.49563,183,0.125708701,3.251058755,0.047561718,0.2021,0.006926009,0,0,0,1,0,28.1,8.643338099,-1.404167022,-10.1850486,738,1487,,,
-3.3,0.794,33.59918,367,0.126878101,9.142881223,8.63E-06,0.21,8.64E-06,0,1,2,1,0,42,4.593737901,2.430161127,17.59272952,861,1337,,,
-3.6,0.789,43.16115,139,0.131866395,10.9057649,0.145588582,0.245,0.007487341,1,1,2,1,0,130,11.92030098,19.08527513,137.695896,657,413,,,
-6.7,0.801,38.26923,325,0.127787543,4.261520325,0.004803884,0.2065,0.003409548,0,0,0,1,0,34.4,8.07223652,5.447976359,39.38876589,753,1161,,,
-5.4,0.807,19.18462,260,0.124538741,6.258318579,0.001948438,0.1961,0.001652617,1,0,2,1,0,6.99,1.116913419,-5.320320137,-38.40723451,1113,1597,,,
-0.1,0.838,35.37869,183,0.131995288,10.38548448,0.000572026,0.2074,0.000544816,0,0,0,1,0,24.6,2.368690652,19.38792459,140.1109849,976,400,,,
-1,0.839,24.95118,211,0.131030015,9.491569156,0.038552645,0.2283,0.007321848,1,0,0,1,0,424,44.67122275,16.22181381,117.1761301,295,551,,,
-1.8,0.81,32.53645,1037,0.128625101,2.168271672,0.210487172,0.221,0.00699824,0,0,0,1,0,2.04,0.940841513,8.400015166,60.39309147,1147,995,,,
-3,0.824,39.94671,167,0.129344119,3.595183368,0.14432962,0.2285,0.007190694,0,2,0,1,0,2.44,0.678685828,10.72590311,77.30176067,1209,865,,,
-1.5,0.825,30.96975,443,0.129998926,2.386857295,0.117898574,0.2193,0.007140908,0,0,0,1,0,1.91,0.800215415,12.87310853,92.85687086,1178,747,,,
-2.1,0.85,39.55124,402,0.130870575,2.922353324,0.014145898,0.2159,0.006138074,0,0,0,1,0,1.36,0.465378361,15.67251373,113.2459101,1268,583,,,
-4,0.817,33.04084,764,0.131526844,2.1842634,0.019140848,0.233,0.006640532,1,0,2,1,0,22.4,10.25517344,17.85153837,128.9814044,689,466,,,
-0.7,0.825,33.56512,129,0.128931435,2.759904998,1.150756362,0.2192,0.007394936,1,0,0,1,2,34.5,12.50043028,10.22222049,72.07715065,644,894,,,
-1,0.808,34.72467,300,0.127116435,2.174843852,0.074770596,0.2144,0.007038929,1,0,2,1,2,0.546,0.251052506,3.284121649,23.6447792,1354,1285,,,
-2.5,0.807,21.06381,514,0.126899041,3.090457659,0.007880763,0.2166,0.00456,0,0,0,1,0,1.43,0.462714639,2.506308913,18.13049238,1269,1332,,,
-1.2,0.804,30.8223,296,0.127732212,2.724443835,5.95522766,0.2065,0.007140023,0,0,0,1,0,0.015,0.005505711,10.37216043,65.59150075,1623,885,,,
-9.1,0.816,26.60396,429,0.127885485,6.827426265,0.056941715,0.2105,0.006941879,0,0,0,1,0,14,2.050553086,5.817287964,41.97488914,1003,1148,,,
-1.1,0.839,37.301,1407,0.137856373,8.964000317,2.39E-08,0.2439,2.42E-08,1,1,0,1,0,547,61.02186308,38.80983478,280.4343875,223,29,,,
-4.3,0.811,37.40898,245,0.130225294,5.642726052,3.72E-05,0.2538,3.80E-05,1,0,0,1,0,3.53,0.625584153,13.52207823,97.73132891,1223,711,,,
-1.2,0.813,23.89024,164,0.129568933,6.167467001,0.013987649,0.2209,0.005895066,0,0,2,1,1,56.5,9.160973215,11.35901048,82.08127593,723,828,,,
-1,0.791,34.60355,310,0.130699618,2.581792467,0.298386074,0.2265,0.00723839,1,1,0,1,0,0.001,0.000387328,15.34997547,110.4677927,1658,603,,,
-1.9,0.796,38.03435,655,0.126018832,2.41702382,4.46E-05,0.2086,4.51E-05,0,0,0,1,0,0.264,0.109225237,-0.417244475,-2.979715397,1461,1458,,,
0,0.803,41.12051,702,0.131013526,8.811224191,0.011612704,0.2252,0.00554427,1,2,0,1,0,18.6,2.110943905,16.14404887,116.6567228,997,555,,,
-0.3,0.824,32.83537,229,0.12699717,5.121253067,0.039726886,0.2384,0.006960812,0,0,0,1,0,6.27,1.224309738,2.858822833,20.62722059,1097,1312,,,
-1.7,0.807,36.96349,693,0.127921736,2.305838167,0.074591622,0.2171,0.006779396,1,0,0,1,0,3.49,1.513549411,5.952565919,42.92446115,1064,1139,,,
-3.8,0.817,43.07909,373,0.129911141,8.054680232,0.592543751,0.2062,0.007182703,0,0,0,1,0,276,34.26579232,12.98961867,92.95089622,357,741,,,
0,0.82,43.16229,419,0.13534686,10.03774164,0.031400528,0.2438,0.007236731,0,0,0,1,0,1133,112.873995,30.52078986,220.4969109,112,120,,,
-0.3,0.83,46.79957,230,0.127175525,2.42711368,0.160296977,0.211,0.007119866,1,0,1,1,0,7.38,3.040648677,3.553344933,25.45516816,937,1273,,,
0,0.811,35.95156,865,0.128411345,2.807992838,0.056587308,0.2109,0.006951508,0,1,0,1,0,0.872,0.310542103,7.559573036,54.56338539,1330,1055,,,
-3.2,0.756,47.4329,155,0.126870587,10.02183752,2.60E-05,0.2058,2.65E-05,1,1,2,1,0,16.3,1.62644824,2.405276224,17.41290975,1051,1340,,,
0,0.824,31.61074,633,0.131319047,3.510955993,0.000462747,0.2252,0.000455644,1,0,0,1,0,2.02,0.575341874,17.14691056,123.9199229,1234,493,,,
-4.1,0.798,41.90387,362,0.126140155,5.462464135,0.093636916,0.2131,0.006940051,1,0,1,1,0,25.3,4.631609357,0.065129249,0.357969645,859,1443,,,
-4.8,0.85,30.36202,129,0.138355649,13.35332515,0.063817325,0.2505,0.007859568,0,0,0,1,0,655,49.05145293,40.51910778,292.6832769,270,17,,,
-4.1,0.818,27.09466,206,0.138149153,13.39800831,0.021208981,0.2389,0.006645303,0,0,0,1,0,1958,146.1411245,39.79825071,287.5422393,68,22,,,
-2.9,0.809,41.58875,329,0.13266469,13.34455083,1.163775466,0.2264,0.007354493,0,0,0,1,0,970,72.68884598,22.60461615,161.5189392,194,295,,,
-6.3,0.835,45.89843,127,0.138830189,12.20127574,0.06817161,0.2383,0.007970911,1,0,0,1,0,1119,91.71172129,42.09537088,304.0648531,145,13,,,
-1.3,0.811,35.13982,457,0.129028798,2.63668113,0.170208594,0.2193,0.007190939,0,0,0,1,0,0.597,0.226421008,9.703208922,69.87206754,1366,922,,,
-2.9,0.812,48.3977,348,0.129001071,8.49615214,0.027783011,0.2168,0.006819905,1,0,2,1,0,4.2,0.49434143,9.48907665,68.54934783,1261,935,,,
-6,0.808,30.89028,319,0.126507747,8.516431402,0.000442387,0.2078,0.00043762,1,0,0,1,0,1.15,0.135033084,1.203258294,8.727723721,1433,1397,,,
0,0.758,27.55107,419,0.124288291,5.803912813,0.651856673,0.1922,0.006558679,1,0,0,1,0,0.085,0.014645292,-5.592410705,-41.39694251,1590,1602,,,
0,0.816,36.17739,283,0.130233668,8.203114284,0.285940776,0.2318,0.007229829,1,1,0,1,0,424,51.68768657,13.7952329,99.25444796,259,689,,,
0,0.833,34.72447,523,0.131609228,12.17570475,0.97206698,0.2384,0.007261352,0,0,2,1,0,912,74.90326176,18.94248464,135.3622072,187,421,,,
0,0.837,21.36567,201,0.131142333,10.21492489,0.431396749,0.2258,0.007463942,0,0,0,1,0,629,61.57656633,16.93120928,121.682597,221,507,,,
-6.5,0.76,47.13558,104,0.125672358,12.30659006,2.84E-05,0.1932,2.81E-05,0,0,1,1,0,1.76,0.143012808,-1.565400237,-11.27506799,1428,1497,,,
-5,0.84,19.93221,149,0.136087431,10.32533762,0.168077421,0.2526,0.007893763,0,0,0,1,0,1755,169.970229,33.09220262,238.8599416,51,84,,,
-1.9,0.776,31.99441,179,0.126132783,8.232757298,0.093636916,0.2004,0.006920174,1,0,0,1,0,0.189,0.022957072,0.040699994,0.181469281,1566,1444,,,
-1.2,0.83,13.97468,79,0.131297393,12.60932367,0.300975299,0.2418,0.007858922,0,0,1,1,0,173,13.72000628,17.33309836,124.7916949,617,487,,,
-1.2,0.796,52.78077,156,0.134092216,12.44193762,0.003395275,0.2561,0.002553476,0,1,0,1,0,578,46.45578668,26.33912564,190.3286785,286,201,,,
-1.5,0.784,37.11864,177,0.130352331,12.7240341,0.122367425,0.2383,0.00730605,0,0,0,1,0,588,46.21175921,14.04805409,101.338764,287,674,,,
-4.6,0.839,26.65984,513,0.13625058,11.78068762,0.240333658,0.2452,0.007621728,0,0,0,1,0,1243,105.5116679,33.6948651,243.1003208,124,79,,,
-0.6,0.825,29.24913,287,0.13219593,11.63062366,0.034710013,0.2418,0.007418591,0,0,0,1,0,783,67.32227118,20.08211222,145.0726809,205,381,,,
-5.8,0.818,38.9063,460,0.136401603,10.46806371,0.086041067,0.2535,0.007614481,0,0,0,1,0,2184,208.6345728,34.06288665,246.0023337,36,76,,,
-4.2,0.798,31.14317,139,0.132458461,10.78514829,0.191910324,0.2387,0.007554635,0,0,0,1,0,573,53.12861581,21.08701736,152.085426,250,346,,,
-4.6,0.822,38.87692,546,0.128784953,6.497129334,0.000209909,0.2148,0.000210306,0,0,2,1,0,14.4,2.216363452,8.749239779,63.24749554,988,978,,,
-8.5,0.782,49.01854,631,0.12524926,2.364092119,0.014984626,0.2015,0.00595647,0,0,0,1,0,0.068,0.028763685,-2.954620232,-21.33568729,1554,1540,,,
-4.9,0.834,18.79242,330,0.12982131,3.228718169,0.06230416,0.2356,0.007237848,1,0,0,1,0,64.5,19.97696814,12.23680712,88.34720274,510,786,,,
-7.3,0.809,37.17397,73,0.128101928,3.05399661,0.041189143,0.2081,0.007371909,0,0,2,1,0,4.13,1.352326321,6.521013274,47.08409212,1079,1106,,,
-0.5,0.801,29.3137,219,0.128138674,5.435108128,0.013491073,0.2157,0.005874426,0,0,0,1,0,2.44,0.448933111,6.619007172,47.83572951,1276,1103,,,
-1.2,0.8,29.37388,356,0.126727487,3.584995401,0.039726886,0.2073,0.006903134,0,0,0,1,0,26.6,7.41981426,1.965150174,14.17047242,773,1363,,,
-1,0.863,38.53067,75,0.128330709,8.556343234,0.595752142,0.2214,0.00766205,0,0,2,1,0,16.9,1.975142831,7.755153826,55.12704875,1008,1040,,,
-1.2,0.838,32.06939,294,0.130961802,6.244296542,0.541544212,0.2213,0.007322748,0,0,0,1,0,119,19.05739088,16.42751252,117.8698824,521,536,,,
-2,0.828,43.95964,280,0.127765488,3.603450928,0.000386542,0.2087,0.00037337,0,0,0,1,0,16.6,4.606695174,5.371099114,38.84029003,860,1166,,,
-3,0.832,44.70958,334,0.129035289,2.404507626,0.000572026,0.2153,0.000558259,0,0,2,1,0,19.2,7.985002748,9.579111377,69.24271319,757,929,,,
-1.6,0.809,53.35537,121,0.126121859,2.64042799,0.000179861,0.2022,0.000172823,0,0,2,1,0,2.01,0.761240226,-0.075718596,-0.512418076,1184,1447,,,
-2.5,0.805,30.64857,560,0.126920273,2.119639363,0.038552645,0.2049,0.006952237,0,0,0,1,0,2.04,0.962427871,2.602994463,18.78072105,1142,1326,,,
-5.4,0.837,37.25034,147,0.128346704,3.118274611,0.039323595,0.2394,0.007176793,0,0,2,1,0,0.457,0.146555405,7.330548089,52.93588682,1426,1066,,,
-3,0.792,49.21849,292,0.134488471,9.800345235,0.010323519,0.2372,0.00535593,0,0,0,1,0,99.5,10.15270356,27.65817809,199.8478634,692,174,,,
-4.9,0.821,39.90391,512,0.127508439,2.528203689,0.015816042,0.203,0.006164888,0,0,0,1,0,3.6,1.423935902,4.532536764,32.75740396,1073,1219,,,
0,0.82,35.9221,620,0.131166172,4.181358569,0.160681591,0.2324,0.007296754,0,0,0,1,0,53.9,12.8905472,16.77783867,121.000985,633,518,,,
-1.5,0.788,39.37814,311,0.128449478,4.025154294,0.018298603,0.2136,0.006525741,0,0,0,1,0,0.799,0.198501707,7.653072701,55.29923661,1387,1048,,,
-4.1,0.809,43.55933,359,0.128309985,3.400807595,0.026560488,0.221,0.006912629,1,0,0,1,0,1.8,0.529286044,7.19791386,51.99771695,1250,1071,,,
-2.3,0.801,29.75503,338,0.126174484,4.039658751,0.096871775,0.2131,0.006809422,0,1,0,1,0,3.4,0.841655251,0.181664962,1.194839177,1167,1436,,,
-0.5,0.782,40.77255,357,0.126422347,4.790806182,0.043808362,0.2018,0.006827346,1,0,2,1,0,16,3.339730182,0.957483817,6.88369452,916,1409,,,
-0.8,0.829,36.27283,254,0.130347199,2.660297021,3.426945817,0.2344,0.007148159,0,0,0,1,0,3.81,1.432170908,16.86752876,116.5033225,1072,513,,,
-5.1,0.8,35.4557,377,0.128735098,2.941611189,0.000827939,0.2237,0.000778291,0,1,0,1,0,15.2,5.16723626,8.584561296,62.05672663,837,987,,,
-0.8,0.792,34.12555,317,0.124964858,3.088511918,0.646794225,0.1908,0.006957855,0,0,2,1,0,0.477,0.154443309,-3.35475552,-25.22200055,1414,1550,,,
-5.6,0.852,31.26602,309,0.131541804,11.34131153,0.122661032,0.2318,0.00743565,0,0,0,1,0,682,60.13413865,17.98996909,129.818475,227,463,,,
-0.5,0.857,18.66844,244,0.135015215,12.35989412,1.223932985,0.2541,0.007616813,0,0,2,1,0,905,73.22069196,30.44539704,218.0734863,193,122,,,
-1.8,0.824,28.50127,394,0.137912699,12.95130777,0.140054019,0.2566,0.007714175,0,0,0,1,0,1889,145.8539966,39.11670246,282.4308529,69,28,,,
-7.6,0.77,40.94286,105,0.122300226,2.542730955,0.074770596,0.2084,0.006951171,0,0,0,1,0,2.91,1.144438815,-12.67578053,-91.664857,1107,1654,,,
-2.9,0.824,23.54821,446,0.128940038,2.644858891,8.00E-05,0.2197,7.83E-05,0,0,2,1,0,0.06,0.02268552,9.263047296,66.95993835,1568,943,,,
-3,0.836,28.50785,446,0.132150226,3.014096136,0.451253019,0.223,0.007214782,0,0,0,1,0,3.22,1.068313635,20.288198,145.9054207,1119,372,,,
-0.1,0.861,18.23077,78,0.128749402,2.709634891,0.322474709,0.2158,0.007418169,1,0,0,1,0,0.512,0.188955347,8.908046871,63.88717456,1391,968,,,
-0.2,0.814,32.43452,197,0.126799654,2.51064398,0.146851917,0.2111,0.007044143,0,0,2,1,1,0.01,0.003983042,2.296247058,16.3938691,1628,1344,,,
-8.1,0.822,32.69878,82,0.127300519,3.367742817,0.018486268,0.231,0.006514631,0,0,2,1,0,0.094,0.02791187,3.845825664,27.79173786,1557,1257,,,
0,0.782,42.20874,206,0.126146961,2.937270217,0.005243704,0.2008,0.003374056,1,0,0,1,1,0.212,0.072175859,0.011810688,0.111999827,1500,1445,,,
-7.7,0.844,43.88112,609,0.134276927,8.000147716,0.003244706,0.2319,0.002588109,0,0,0,1,0,215,26.87450378,26.95108975,194.7503312,428,187,,,
0,0.793,37.8661,292,0.130402867,2.516387013,5.880662538,0.2379,0.007207449,0,0,0,1,2,0.829,0.329440581,19.15814568,129.1873524,1323,407,,,
-5.9,0.827,29.47312,413,0.129442864,2.567235206,0.361197432,0.2252,0.007038286,1,0,0,1,0,0.005,0.001947621,11.23927148,80.66917263,1641,837,,,
-2,0.815,38.15864,469,0.128782939,3.262788681,0.146500406,0.2099,0.006961126,0,0,2,1,0,27.2,8.336427106,8.868134086,63.87603609,743,972,,,
-1.6,0.796,35.91352,392,0.123272808,2.609205811,0.059037611,0.2131,0.00675842,0,0,2,1,0,0.016,0.006132134,-9.466353028,-68.45208969,1621,1643,,,
-2.4,0.816,40.47626,615,0.133744932,7.833902783,0.002312636,0.232,0.001851187,1,1,2,1,0,68.8,8.782340285,25.18737033,182.0089994,734,231,,,
-4.4,0.807,29.82012,323,0.13213995,4.079331418,0.285940776,0.2274,0.007357601,0,1,0,1,1,41.6,10.19774952,20.11224993,144.8946359,690,379,,,
0,0.752,42.71,90,0.127477519,3.426794091,0.078212127,0.2079,0.007247863,1,0,0,1,0,1.54,0.449399631,4.483632004,32.30577034,1275,1225,,,
-2.1,0.845,18.64372,430,0.128442828,2.157038748,0.002389358,0.2105,0.001931019,0,0,0,1,0,0.201,0.093183305,7.617380319,55.06642403,1479,1051,,,
0,0.821,20.54158,380,0.131739159,2.506850969,0.202314762,0.2409,0.007291317,0,0,0,1,0,0.233,0.092945294,18.71233268,134.9120358,1481,431,,,
-5.4,0.824,37.19086,405,0.128311892,3.741884831,0.451253019,0.2418,0.007152987,0,0,0,1,0,0.151,0.040353995,7.568767597,54.00805971,1539,1054,,,
-2.6,0.863,41.02337,261,0.131221384,2.6305666,0.315583943,0.2246,0.007364507,0,0,0,1,0,0.658,0.250136225,17.09375986,123.0394696,1355,498,,,
-2.7,0.8,52.63621,301,0.126744861,3.713379743,0.053956314,0.2231,0.006970575,0,0,0,1,0,0.473,0.127377223,2.034937764,14.65226786,1437,1358,,,
-3.2,0.825,41.37181,149,0.130585998,8.381462887,0.024582252,0.2245,0.006866319,0,0,0,1,0,234,27.91875394,14.73844352,106.4808499,415,643,,,
-1.7,0.836,29.89208,682,0.129897761,2.192189879,0.142170169,0.2237,0.007028919,0,0,2,1,0,0.799,0.364475727,12.55870252,90.54706296,1311,764,,,
-3.5,0.831,29.47053,190,0.127162671,4.769664315,0.201225206,0.1981,0.00707497,0,0,0,1,0,0.171,0.03585158,3.545880182,25.33675735,1545,1275,,,
-2.1,0.846,44.78173,405,0.135672123,11.88526811,0.412414206,0.2405,0.007618973,0,0,1,1,0,542,45.60267341,31.92568558,230.046976,290,96,,,
0,0.847,30.24253,388,0.135287564,12.84761766,0.97206698,0.2511,0.00757107,0,0,0,1,0,1278,99.47369495,31.13171537,223.4288974,134,112,,,
-3.9,0.778,44.08612,461,0.124914172,2.092409889,0.158884053,0.2033,0.006756414,0,0,0,1,0,0.189,0.09032647,-3.941515378,-28.69266312,1483,1564,,,
-1.7,0.864,48.69317,205,0.130703928,7.029042051,1.063610691,0.216,0.007449161,0,0,2,1,0,2.98,0.423955352,16.02108756,114.1110157,1284,567,,,
-4.1,0.819,23.62338,231,0.128334314,5.044864589,7.32E-05,0.2174,7.22E-05,0,1,2,1,0,0.901,0.17859746,7.255799708,52.45766788,1393,1068,,,
-4.9,0.802,40.80989,748,0.127485811,3.960244021,0.009486073,0.2182,0.004983108,1,0,1,1,0,23.5,5.933977774,4.452119016,32.18636127,810,1227,,,
-4.8,0.807,31.93505,368,0.126883077,2.188760084,0.00025447,0.2181,0.000250142,0,0,0,1,0,0.246,0.112392401,2.44686156,17.71300216,1457,1334,,,
-3.5,0.793,37.6938,129,0.126521448,2.700428644,5.58E-05,0.2009,5.55E-05,1,0,0,1,0,2.22,0.822091709,1.248328696,9.053964546,1170,1395,,,
-7,0.823,18.03986,138,0.127736832,3.52125939,0.089302385,0.212,0.007137216,1,0,0,1,0,48.6,13.80188013,5.352459976,38.56554509,615,1167,,,
-4.9,0.809,40.44801,277,0.127098897,3.505689637,0.452335749,0.2182,0.00704712,0,0,2,1,0,24,6.846013905,3.550087023,24.97155227,788,1274,,,
-4.6,0.812,42.95191,445,0.128107301,5.083474017,0.344477301,0.2085,0.007079935,0,0,0,1,0,1.11,0.218354613,6.799145303,48.61578469,1373,1093,,,
-1.9,0.846,29.02291,419,0.133406905,8.0642043,0.014797004,0.2324,0.00611677,0,0,0,1,0,65.9,8.171915982,24.07793599,173.9737141,748,258,,,
-3.8,0.812,26.63183,311,0.130698666,12.10481149,0.000269665,0.2191,0.000262326,0,0,0,1,0,1228,101.4472634,15.09093286,109.0658729,129,627,,,
-1.2,0.838,37.91438,153,0.129894523,11.27331795,1.677105569,0.2232,0.007526822,0,0,0,1,0,1598,141.750637,13.86548249,97.57035859,70,685,,,
-2.1,0.787,32.13844,359,0.126696604,4.834319259,0.240910311,0.2112,0.007015916,0,0,0,1,0,3.67,0.759155489,2.035495977,14.36177376,1187,1357,,,
0,0.824,32.72216,379,0.129844939,11.33336897,1.223932985,0.2277,0.007238768,0,0,0,1,0,151,13.32348752,13.3121914,94.2867809,624,722,,,
-4.7,0.84,42.67173,336,0.131344046,4.678366699,0.128306856,0.2183,0.007310053,0,0,0,1,0,12.4,2.650497662,17.33948682,125.1098729,955,486,,,
0,0.794,37.23333,255,0.129013769,2.895955053,1.668073607,0.2099,0.007135513,1,0,2,1,0,0.14,0.048343292,10.93909668,76.4415705,1524,855,,,
-1.2,0.82,8.386957,69,0.136731216,13.58195998,0.363153174,0.2455,0.008267809,0,0,2,1,0,4383,322.7074742,35.39301356,255.1758837,18,60,,,
-0.7,0.857,33.3871,217,0.133610195,8.288329853,0.078212127,0.2342,0.00753163,0,0,2,1,0,70.6,8.518000762,24.80602853,179.1342486,739,240,,,
-1,0.819,18.36869,428,0.128583096,2.489261843,0.102455106,0.21,0.00708046,1,0,0,1,0,76.3,30.65165692,8.168090245,58.88763708,390,1011,,,
-4.8,0.788,40.21136,132,0.127579602,2.712318191,0.00018814,0.2154,0.000182361,1,0,2,1,0,3.04,1.120812451,4.754941765,34.38889112,1111,1202,,,
0,0.813,49.49333,150,0.126940608,2.666286585,0.000484046,0.212,0.000465072,0,0,0,1,0,0.017,0.006375909,2.637704232,19.09147094,1619,1324,,,
-0.9,0.796,36.40798,238,0.129313557,7.960077546,0.52427938,0.2119,0.007220768,1,0,0,1,0,466,58.54214325,10.95075652,78.32774476,230,854,,,
-2.2,0.822,36.04896,386,0.128817271,6.866077779,3.79E-08,0.2127,3.63E-08,0,0,2,1,0,242,35.24574113,8.856154681,64.02028193,351,973,,,
-1.3,0.818,42.33346,263,0.129526142,8.818441538,0.11698295,0.2384,0.007233568,0,0,0,1,0,3.66,0.415039322,11.30561601,81.53324443,1290,832,,,
-1.3,0.859,31.9378,291,0.128260108,3.713204353,0.494934144,0.2269,0.007064764,0,0,0,1,0,230,61.94111019,7.434659972,52.97032243,219,1062,,,
-1.6,0.814,41.0663,359,0.12886123,4.670805445,0.033182685,0.221,0.007076047,1,0,0,1,2,3.9,0.834973763,9.030307835,65.22625538,1168,962,,,
-3.1,0.805,32.69406,101,0.130124128,2.74212011,2.771169497,0.2532,0.007622294,0,0,0,1,0,9.91,3.613991949,15.5654336,108.1288481,902,589,,,
-1.8,0.827,31.22922,154,0.133549542,2.141143635,0.02899224,0.2332,0.007450137,1,0,0,1,0,1.9,0.887376246,24.56278943,177.4543971,1162,245,,,
-1.8,0.84,24.07454,216,0.132404334,2.287435127,0.160681591,0.2425,0.007463446,0,0,0,1,0,2.14,0.935545658,20.88084674,150.6450494,1149,355,,,
-2.6,0.812,40.69296,284,0.131322305,4.078222309,0.056941715,0.2339,0.007270079,1,0,0,1,0,0.225,0.055171097,17.20618554,124.2592053,1517,491,,,
-0.2,0.793,38.98631,577,0.128893219,2.712201721,3.72E-05,0.212,3.58E-05,1,1,1,1,0,3.06,1.128234665,9.107862254,65.83880024,1109,958,,,
-0.4,0.832,29.97813,288,0.130080223,2.050225486,3.922265545,0.2132,0.007348263,0,0,0,1,2,1.17,0.570668938,16.40798364,112.4028017,1237,537,,,
-0.5,0.837,42.94424,269,0.12985064,2.505357413,0.451253019,0.2156,0.007284229,0,0,2,1,2,0.113,0.045103345,12.66785436,90.84875164,1528,759,,,
-1.1,0.79,35.05266,319,0.127536238,2.700942541,0.740279782,0.2157,0.006944345,1,0,2,1,0,55.2,20.43731,5.246499405,36.77443512,504,1174,,,
-2.6,0.787,43.7383,141,0.126300619,3.400336768,0.208132461,0.2238,0.006941311,1,0,2,1,2,5.5,1.617486848,0.695150264,4.729469365,1053,1418,,,
-1.2,0.821,49.33806,155,0.128368256,2.710698802,0.780414127,0.2107,0.007285818,0,0,0,1,0,0.608,0.224296406,8.038081077,56.88027016,1367,1019,,,
-0.3,0.819,26.76646,328,0.130675418,2.328993093,2.390898967,0.2356,0.007306089,1,0,0,1,0,0.105,0.045083861,17.06588778,119.5686455,1529,499,,,
0,0.843,36.11159,630,0.136904181,11.69291247,0.811938591,0.2559,0.007702586,0,0,0,1,0,966,82.61414788,36.35139758,261.3931526,164,50,,,
-3.7,0.802,35.05556,243,0.125083964,2.462909878,8.26E-05,0.1892,8.36E-05,1,0,0,1,0,1.77,0.718662106,-3.515167496,-25.36214156,1196,1555,,,
0,0.818,34.56503,306,0.126603935,9.838535291,0.014761585,0.2133,0.005749483,1,0,2,1,0,21.3,2.164956406,1.534295933,11.09689858,992,1382,,,
-0.8,0.783,40.65497,302,0.129361494,10.23042583,0.071480502,0.2108,0.007147552,0,0,0,1,0,23.5,2.297069583,10.72095025,77.38074286,983,867,,,
-2.5,0.799,41.83412,337,0.128523669,9.43755867,0.117898574,0.2245,0.007037564,0,0,2,1,0,27.7,2.935081091,7.984417567,57.53627992,942,1025,,,
-4.5,0.805,38.39506,263,0.124360375,2.404440567,0.043468138,0.1877,0.006812819,0,0,2,1,0,0.003,0.001247691,-5.875749105,-42.48559604,1650,1608,,,
-1.7,0.804,38.60442,815,0.131651714,4.15820215,0.569537547,0.2219,0.007106178,0,0,0,1,0,99.6,23.95265944,18.73776362,134.5172508,458,428,,,
-4.7,0.779,42.83319,229,0.124181018,2.512286697,0.497614017,0.1939,0.006885502,0,0,0,1,0,5.8,2.308653709,-6.080284836,-44.67881929,982,1612,,,
-1.6,0.825,29.14156,308,0.127528263,9.715805274,0.041880684,0.2292,0.007080184,0,0,2,1,0,0.186,0.019144064,4.62060188,33.35260858,1579,1213,,,
-3.1,0.793,27.30549,237,0.129490898,10.40232541,0.000171956,0.2201,0.000169692,0,0,0,1,0,64.7,6.219763125,11.08856024,80.14904933,802,845,,,
-11.5,0.798,31.01314,510,0.129168455,2.564966304,0.00692283,0.2312,0.004274466,0,0,0,1,0,1.07,0.417159476,10.02584666,72.46035214,1289,905,,,
0,0.806,35.33333,231,0.130461724,2.749739237,1.664080835,0.239,0.007271621,1,0,0,1,0,0.756,0.274935161,15.73388737,111.0900261,1344,581,,,
-1,0.799,29.9881,336,0.128174716,3.316302474,0.300975299,0.2195,0.007146828,0,0,2,1,0,2.37,0.714651338,6.98520452,50.02858789,1198,1083,,,
-5.5,0.803,42.81387,692,0.128556249,2.628545634,0.098477167,0.2206,0.006841059,0,0,0,1,0,0.41,0.155979792,8.075710483,58.22646394,1412,1015,,,
-2.7,0.792,44.59365,315,0.131001508,9.485762855,0.058450761,0.2169,0.007225362,0,1,2,1,0,107,11.28006273,16.14442714,116.5856672,672,554,,,
-1.2,0.822,36.77624,282,0.12525884,2.522032667,0.017946313,0.2007,0.006365798,0,1,0,1,0,0.058,0.022997323,-2.920331969,-21.09262184,1565,1538,,,
-6.3,0.823,47.25891,348,0.127601723,6.609671735,0.031798678,0.2185,0.006896909,0,0,1,1,1,13.8,2.087849526,4.855378968,35.06474656,998,1199,,,
-5.2,0.802,43.37633,376,0.129145679,4.402393076,0.000440954,0.207,0.00042969,1,1,2,1,1,14.3,3.248233348,9.94480808,71.8850633,921,910,,,
-3.4,0.807,39.83549,293,0.130768116,2.883945459,0.263597867,0.2165,0.007332775,1,0,2,1,0,9.17,3.179671783,15.54710299,111.9468362,926,591,,,
0,0.836,36.93313,166,0.132097719,3.427907393,0.013491073,0.2438,0.005843249,0,0,2,1,0,362,105.6037864,19.7384484,142.6231523,123,394,,,
